,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews,reviews_len
156,Grande enseigne avec diverses variétés…,4,"Grande enseigne avec diverses variétés on y trouve de tout et les boutiques aux alentours dans les galeries marchandes sont un plus , tout en un !",2022-09-21T20:56:14.000Z,"Bonjour, nous vous remercions pour votre message, et notre objectif est de vous servir au mieux comme toutes nos Clientes et tous nos Clients. Nous sommes bien ravis que vous puissiez trouver tout ce qui vous convient dans nos magasins, et de plus sommes à l’écoute de vos recommandations et de suggestions de produits quand vous le désirez. Nous restons à ce titre à votre écoute et vous souhaitons une excellente journée.",2022-09-22T09:55:47.542Z,"Grande enseigne avec diverses variétés on y trouve de tout et les boutiques aux alentours dans les galeries marchandes sont un plus , tout en un !","Grande enseigne avec diverses variétés… Grande enseigne avec diverses variétés on y trouve de tout et les boutiques aux alentours dans les galeries marchandes sont un plus , tout en un !",32
166,J'y fait souvent mes courses,4,"J'y fait souvent mes courses, les prix sont relativement correct et le service de drive fonctionne bien",2022-10-09T14:37:38.000Z,"Bonjour, nous sommes ravis que nos services correspondent à vos attentes. N'hésitez pas si vous avez des suggestions :) ",2022-10-09T15:11:22.998Z,"J'y fait souvent mes courses, les prix sont relativement correct et le service de drive fonctionne bien","J'y fait souvent mes courses J'y fait souvent mes courses, les prix sont relativement correct et le service de drive fonctionne bien",22
176,Très bien,4,"Très bien, toujours des promos et ils tiennent leur promesses. Cela fait plaisir.",2022-09-21T16:17:29.000Z,"Bonjour, nous vous remercions pour votre avis, et sommes ravis de votre satisfaction. ",2022-09-21T18:05:43.117Z,"Très bien, toujours des promos et ils tiennent leur promesses. Cela fait plaisir.","Très bien Très bien, toujours des promos et ils tiennent leur promesses. Cela fait plaisir.",15
223,CARREFOUR MARKET - DAVEZIEUX,4,"CARREFOUR MARKET - DAVEZIEUX

Magasin propre dans l'ensemble, personnel sympathique.

Des produits souvent manquants en rayon, mais je pense dû à la crise, exemple : plusieurs semaines que nous ne trouvons pas de brisures de riz pour les chiens, nous ne trouvons que du riz soufflé.

Sinon dans l'ensemble, bon réassort.

En ce qui concerne les promos, celles-ci sont appliquées même si dans la zone promo les produits ne sont pas disponible, s'ils sont dans le rayon permanent, à produits équivalents, le prix promotionnel est appliqué.

Pour ce qui est du dépôt de colis RELAIS COLIS, il serait bien de spécifier que les horaires de dépose pour les colis sont différents de vos horaires d'ouvertures, pour les clients les horaires de dépose sont de 09h à 19h30, merci à l'hôtesse de l'accueil d'avoir tout de même pris mon  colis à  08h15 ce mardi 19/07/2022.

Juste le point noir que je relève, les bouteilles de GAZ, stockées en plein milieu du parking, je comprends que celles-ci soient stockées là parce qu'il faut qu'elles soient accessible par l'hôtesse de caisse, mais pas pratique, surtout que pour les clients comme moi qui ne peuvent pas porter du poids, cela relève de l'exploit, car vos casiers sont serrés et difficile pour sortir des bouteilles pleines, et mettre un personnel "" homme "" pour les bouteilles de gaz serait peut-être plus judicieux.

Mon passage dans votre magasin a été agréable, je reviendrai avec plaisir.",2022-07-20T07:37:21.000Z,,,"CARREFOUR MARKET - DAVEZIEUXMagasin propre dans l'ensemble, personnel sympathique.Des produits souvent manquants en rayon, mais je pense dû à la crise, exemple : plusieurs semaines que nous ne trouvons pas de brisures de riz pour les chiens, nous ne trouvons que du riz soufflé.Sinon dans l'ensemble, bon réassort.En ce qui concerne les promos, celles-ci sont appliquées même si dans la zone promo les produits ne sont pas disponible, s'ils sont dans le rayon permanent, à produits équivalents, le prix promotionnel est appliqué.Pour ce qui est du dépôt de colis RELAIS COLIS, il serait bien de spécifier que les horaires de dépose pour les colis sont différents de vos horaires d'ouvertures, pour les clients les horaires de dépose sont de 09h à 19h30, merci à l'hôtesse de l'accueil d'avoir tout de même pris mon  colis à  08h15 ce mardi 19/07/2022.Juste le point noir que je relève, les bouteilles de GAZ, stockées en plein milieu du parking, je comprends que celles-ci soient stockées là parce qu'il faut qu'elles soient accessible par l'hôtesse de caisse, mais pas pratique, surtout que pour les clients comme moi qui ne peuvent pas porter du poids, cela relève de l'exploit, car vos casiers sont serrés et difficile pour sortir des bouteilles pleines, et mettre un personnel "" homme "" pour les bouteilles de gaz serait peut-être plus judicieux.Mon passage dans votre magasin a été agréable, je reviendrai avec plaisir.","CARREFOUR MARKET - DAVEZIEUX CARREFOUR MARKET - DAVEZIEUXMagasin propre dans l'ensemble, personnel sympathique.Des produits souvent manquants en rayon, mais je pense dû à la crise, exemple : plusieurs semaines que nous ne trouvons pas de brisures de riz pour les chiens, nous ne trouvons que du riz soufflé.Sinon dans l'ensemble, bon réassort.En ce qui concerne les promos, celles-ci sont appliquées même si dans la zone promo les produits ne sont pas disponible, s'ils sont dans le rayon permanent, à produits équivalents, le prix promotionnel est appliqué.Pour ce qui est du dépôt de colis RELAIS COLIS, il serait bien de spécifier que les horaires de dépose pour les colis sont différents de vos horaires d'ouvertures, pour les clients les horaires de dépose sont de 09h à 19h30, merci à l'hôtesse de l'accueil d'avoir tout de même pris mon  colis à  08h15 ce mardi 19/07/2022.Juste le point noir que je relève, les bouteilles de GAZ, stockées en plein milieu du parking, je comprends que celles-ci soient stockées là parce qu'il faut qu'elles soient accessible par l'hôtesse de caisse, mais pas pratique, surtout que pour les clients comme moi qui ne peuvent pas porter du poids, cela relève de l'exploit, car vos casiers sont serrés et difficile pour sortir des bouteilles pleines, et mettre un personnel "" homme "" pour les bouteilles de gaz serait peut-être plus judicieux.Mon passage dans votre magasin a été agréable, je reviendrai avec plaisir.",236
336,Rupture Sabatier Carrefour,4,"Bonjour,
L’opération Sabatier est très intéressante mais ça devient compliqué de compléter une collection beaucoup de rupture dont le bloc avec aiguiseur, et le couteau d’office. Vu le nombre de vignettes c’est pas facile de récupérer la quantité et du coup triste de ne pas trouver les produits en magasins. Malgré le fait que j’ai fait 4 carrefour à côté de chez moi !
Vont ils être livrés ? Et si oui quand ??
Merci  d’avance",2022-04-27T16:03:48.000Z,"Bonjour, nous vous informons que nos hypermarchés et supermarchés vont être livrés à compter du 3 mai. Nous vous souhaitons une belle journée. L'équipe Carrefour.",2022-04-28T06:21:21.904Z,"Bonjour,L’opération Sabatier est très intéressante mais ça devient compliqué de compléter une collection beaucoup de rupture dont le bloc avec aiguiseur, et le couteau d’office. Vu le nombre de vignettes c’est pas facile de récupérer la quantité et du coup triste de ne pas trouver les produits en magasins. Malgré le fait que j’ai fait 4 carrefour à côté de chez moi !Vont ils être livrés ? Et si oui quand ??Merci  d’avance","Rupture Sabatier Carrefour Bonjour,L’opération Sabatier est très intéressante mais ça devient compliqué de compléter une collection beaucoup de rupture dont le bloc avec aiguiseur, et le couteau d’office. Vu le nombre de vignettes c’est pas facile de récupérer la quantité et du coup triste de ne pas trouver les produits en magasins. Malgré le fait que j’ai fait 4 carrefour à côté de chez moi !Vont ils être livrés ? Et si oui quand ??Merci  d’avance",76
363,Bon supermarché,4,"Bon supermarché, une large variété de produits avec de bon prix

Juste petit Hic, le prix de la viande trop cher par rapport a la concurrence

Satisfaisant dans l'ensemble, je recommande ! ;)",2022-03-22T10:22:18.000Z,"Bonsoir, nous vous remercions pour votre message. Nous sommes ravis que nos produits vous plaisent. Nous vous souhaitons une bonne fin de journée, et restons à votre service. L'équipe Carrefour",2022-03-22T20:10:27.102Z,"Bon supermarché, une large variété de produits avec de bon prixJuste petit Hic, le prix de la viande trop cher par rapport a la concurrenceSatisfaisant dans l'ensemble, je recommande ! ;)","Bon supermarché Bon supermarché, une large variété de produits avec de bon prixJuste petit Hic, le prix de la viande trop cher par rapport a la concurrenceSatisfaisant dans l'ensemble, je recommande ! ;)",33
415,Très pratique le service de Drive,4,"Très pratique le service de Drive, je recommande !",2022-01-14T16:08:18.000Z,"Bonsoir, nous vous remercions pour votre commentaire qui nous ravit et que nous ne manquerons pas de transmettre à nos équipes. Nous vous souhaitons un bon week-end et restons à votre service. L'équipe Carrefour.",2022-01-14T18:40:50.672Z,"Très pratique le service de Drive, je recommande !","Très pratique le service de Drive Très pratique le service de Drive, je recommande !",15
461,Ce vendredi,4,"Ce vendredi, ayant reçu l' offre privilège ( 30 euros dépensés sur le catalogue Carrefour valable du 30/11 au 6/12/2021= 30 euros offerts ), je suis allé à Carrefour Charleville et comme régulièrement, il manquait des articles en magasin. D' autres étaient présents mais pas aux rayons leur étant réservés. Lorsque vous passez par le standard, vous étes coupé, vous rappelez et on vous dit que quelqu' un va venir et personne ne vient et ensuite quand vous rappelez, vous tombez sur la caisse centrale et la personne vous dit qu' il faut demander le responsable du rayon "" surgelés "", endroit où je me trouvais. Seulement, à Carrefour Charleville il n' y a pas de responsables les après midis. De plus, quand vous vous plaignez d' un employé, il est tout de suite averti par le chef de service. Lorsque vous faites des compliments, ce personnel n' en est pas informé, j' ai les preuves de ce que j' affirme. C' est dommage de constater que souvent il manque de la marchandise parce que celle-ci n' est pas envoyée par la centrale et que souvent certains employés se retrouvent avec un grand nombre de palettes ( certaines étant l' une sur l' autre, atteignant les deux mètres de haut ). dIl est fréquent que dans ce cas il est fourni du renfort à des employés quand d' autres se retrouvent seuls à devoir faire le travail de remplissage de rayons. En contrepartie, il faut souligner l' amélioration qui va crescendo dans l' agencement du magasin, le directeur est sensible aux observations qui lui parviennent et le personnel est aimable et correct. Il répond bien et vous renseigne du mieux qu' il peut. Je souhaite que le directeur de Carrefour Charleville soit informé de cet écrit et surtout, qu' il ne soit pas mis au panier en arrivant sur le bureau d' un ou une secrétaire. Merci de bien vouloir faire suivre comme il se doit. Salutations.",2021-12-03T18:29:38.000Z,,,"Ce vendredi, ayant reçu l' offre privilège ( 30 euros dépensés sur le catalogue Carrefour valable du 30/11 au 6/12/2021= 30 euros offerts ), je suis allé à Carrefour Charleville et comme régulièrement, il manquait des articles en magasin. D' autres étaient présents mais pas aux rayons leur étant réservés. Lorsque vous passez par le standard, vous étes coupé, vous rappelez et on vous dit que quelqu' un va venir et personne ne vient et ensuite quand vous rappelez, vous tombez sur la caisse centrale et la personne vous dit qu' il faut demander le responsable du rayon "" surgelés "", endroit où je me trouvais. Seulement, à Carrefour Charleville il n' y a pas de responsables les après midis. De plus, quand vous vous plaignez d' un employé, il est tout de suite averti par le chef de service. Lorsque vous faites des compliments, ce personnel n' en est pas informé, j' ai les preuves de ce que j' affirme. C' est dommage de constater que souvent il manque de la marchandise parce que celle-ci n' est pas envoyée par la centrale et que souvent certains employés se retrouvent avec un grand nombre de palettes ( certaines étant l' une sur l' autre, atteignant les deux mètres de haut ). dIl est fréquent que dans ce cas il est fourni du renfort à des employés quand d' autres se retrouvent seuls à devoir faire le travail de remplissage de rayons. En contrepartie, il faut souligner l' amélioration qui va crescendo dans l' agencement du magasin, le directeur est sensible aux observations qui lui parviennent et le personnel est aimable et correct. Il répond bien et vous renseigne du mieux qu' il peut. Je souhaite que le directeur de Carrefour Charleville soit informé de cet écrit et surtout, qu' il ne soit pas mis au panier en arrivant sur le bureau d' un ou une secrétaire. Merci de bien vouloir faire suivre comme il se doit. Salutations.","Ce vendredi Ce vendredi, ayant reçu l' offre privilège ( 30 euros dépensés sur le catalogue Carrefour valable du 30/11 au 6/12/2021= 30 euros offerts ), je suis allé à Carrefour Charleville et comme régulièrement, il manquait des articles en magasin. D' autres étaient présents mais pas aux rayons leur étant réservés. Lorsque vous passez par le standard, vous étes coupé, vous rappelez et on vous dit que quelqu' un va venir et personne ne vient et ensuite quand vous rappelez, vous tombez sur la caisse centrale et la personne vous dit qu' il faut demander le responsable du rayon "" surgelés "", endroit où je me trouvais. Seulement, à Carrefour Charleville il n' y a pas de responsables les après midis. De plus, quand vous vous plaignez d' un employé, il est tout de suite averti par le chef de service. Lorsque vous faites des compliments, ce personnel n' en est pas informé, j' ai les preuves de ce que j' affirme. C' est dommage de constater que souvent il manque de la marchandise parce que celle-ci n' est pas envoyée par la centrale et que souvent certains employés se retrouvent avec un grand nombre de palettes ( certaines étant l' une sur l' autre, atteignant les deux mètres de haut ). dIl est fréquent que dans ce cas il est fourni du renfort à des employés quand d' autres se retrouvent seuls à devoir faire le travail de remplissage de rayons. En contrepartie, il faut souligner l' amélioration qui va crescendo dans l' agencement du magasin, le directeur est sensible aux observations qui lui parviennent et le personnel est aimable et correct. Il répond bien et vous renseigne du mieux qu' il peut. Je souhaite que le directeur de Carrefour Charleville soit informé de cet écrit et surtout, qu' il ne soit pas mis au panier en arrivant sur le bureau d' un ou une secrétaire. Merci de bien vouloir faire suivre comme il se doit. Salutations.",329
467,Produit de qualité à un prix plus…,4,"Produit de qualité à un prix plus raisonnable que d'autres enseignes. Rayon poissonnerie et boucherie lorsqu'il y en a un qui vend des produits de qualité sauf que le personnel n'est pas assez bien formé et ne connaît pas les produits. Du coup, pas mal d'erreurs d'étiquetage. Il y a également souvent des ruptures de stocks.",2021-12-01T18:55:06.000Z,,,"Produit de qualité à un prix plus raisonnable que d'autres enseignes. Rayon poissonnerie et boucherie lorsqu'il y en a un qui vend des produits de qualité sauf que le personnel n'est pas assez bien formé et ne connaît pas les produits. Du coup, pas mal d'erreurs d'étiquetage. Il y a également souvent des ruptures de stocks.","Produit de qualité à un prix plus… Produit de qualité à un prix plus raisonnable que d'autres enseignes. Rayon poissonnerie et boucherie lorsqu'il y en a un qui vend des produits de qualité sauf que le personnel n'est pas assez bien formé et ne connaît pas les produits. Du coup, pas mal d'erreurs d'étiquetage. Il y a également souvent des ruptures de stocks.",63
525,Personnes accueillantes et agréables…,4,"Personnes accueillantes et agréables dans la globalité, excepté une qui dépend de la tête du client "" Valérie "" celle ci vérifie le sac ou non selon la personne propose du gel ou non d ailleurs, très lunatique",2021-10-01T10:51:19.000Z,,,"Personnes accueillantes et agréables dans la globalité, excepté une qui dépend de la tête du client "" Valérie "" celle ci vérifie le sac ou non selon la personne propose du gel ou non d ailleurs, très lunatique","Personnes accueillantes et agréables… Personnes accueillantes et agréables dans la globalité, excepté une qui dépend de la tête du client "" Valérie "" celle ci vérifie le sac ou non selon la personne propose du gel ou non d ailleurs, très lunatique",42
576,Plutôt une bonne enseigne,4,"Bonjour, je suis un peu surpris par tous ces avis négatifs à propos de Carrefour. Je m'approvisionne là régulièrement et j'achète des produits de qualité. Il y a un large choix (plus important que dans d'autres enseignes) et j'ai aussi pu apprécier la gentillesse du personnel pendant toute la ""crise sanitaire"" qui, hélas, se prolonge...",2021-08-05T08:43:23.000Z,,,"Bonjour, je suis un peu surpris par tous ces avis négatifs à propos de Carrefour. Je m'approvisionne là régulièrement et j'achète des produits de qualité. Il y a un large choix (plus important que dans d'autres enseignes) et j'ai aussi pu apprécier la gentillesse du personnel pendant toute la ""crise sanitaire"" qui, hélas, se prolonge...","Plutôt une bonne enseigne Bonjour, je suis un peu surpris par tous ces avis négatifs à propos de Carrefour. Je m'approvisionne là régulièrement et j'achète des produits de qualité. Il y a un large choix (plus important que dans d'autres enseignes) et j'ai aussi pu apprécier la gentillesse du personnel pendant toute la ""crise sanitaire"" qui, hélas, se prolonge...",59
583,"Favorable, mais......",4,"Bonjour. Fidèle cliente du Carrefour Gambetta à Reims (en moyenne 2 fois/semaine), je dois dire que tout est très bien. Les légumes tjs frais, rarement de manque.  Quelque fois en fin de journée ce n'est pas grave en soi. Le magasin est propre, les rayons bien rangés. Le personnel gentil, serviable, à l'écoute, aimable, souriant. Cela à tous les niveaux. Lors du confinement, j'ai fait des drive, tout était bien rangé, rien à redire non plus. Sauf, sauf!!!! Cela fait un bon moment que ce n'est pas le cas d'une des caissières. Jamais de bonjour, toujours la mine renfrognée, lançant les articles une fois scannés. Vous répondant de manière agressive. Je préfère attendre un maximum pour passer à une autre caisse, que de passer avec elle. Cela dure depuis un certain temps. J'ai attendu me disant que tout le monde pouvait avoir de mauvais jours. Avec cette personne, tous les jours sont mauvais apparemment. J'ai vraiment l'impression qu'elle n'aime pas son travail et que tout l'ennuie. Voilà je voulais vous en faire part. Cela assombrit la bonne ambiance du magasin. Et que cela est pesant. Je ne suis pas la seule à le penser. Je ne sais si vous aurez ou lirez ce message. Croyez bien que, moi exerçant auprès de personnes, j'aurais eu un comportement semblable, je me serais fait rappeler à l'ordre. Cordialement.",2021-07-30T13:24:16.000Z,,,"Bonjour. Fidèle cliente du Carrefour Gambetta à Reims (en moyenne 2 fois/semaine), je dois dire que tout est très bien. Les légumes tjs frais, rarement de manque.  Quelque fois en fin de journée ce n'est pas grave en soi. Le magasin est propre, les rayons bien rangés. Le personnel gentil, serviable, à l'écoute, aimable, souriant. Cela à tous les niveaux. Lors du confinement, j'ai fait des drive, tout était bien rangé, rien à redire non plus. Sauf, sauf!!!! Cela fait un bon moment que ce n'est pas le cas d'une des caissières. Jamais de bonjour, toujours la mine renfrognée, lançant les articles une fois scannés. Vous répondant de manière agressive. Je préfère attendre un maximum pour passer à une autre caisse, que de passer avec elle. Cela dure depuis un certain temps. J'ai attendu me disant que tout le monde pouvait avoir de mauvais jours. Avec cette personne, tous les jours sont mauvais apparemment. J'ai vraiment l'impression qu'elle n'aime pas son travail et que tout l'ennuie. Voilà je voulais vous en faire part. Cela assombrit la bonne ambiance du magasin. Et que cela est pesant. Je ne suis pas la seule à le penser. Je ne sais si vous aurez ou lirez ce message. Croyez bien que, moi exerçant auprès de personnes, j'aurais eu un comportement semblable, je me serais fait rappeler à l'ordre. Cordialement.","Favorable, mais...... Bonjour. Fidèle cliente du Carrefour Gambetta à Reims (en moyenne 2 fois/semaine), je dois dire que tout est très bien. Les légumes tjs frais, rarement de manque.  Quelque fois en fin de journée ce n'est pas grave en soi. Le magasin est propre, les rayons bien rangés. Le personnel gentil, serviable, à l'écoute, aimable, souriant. Cela à tous les niveaux. Lors du confinement, j'ai fait des drive, tout était bien rangé, rien à redire non plus. Sauf, sauf!!!! Cela fait un bon moment que ce n'est pas le cas d'une des caissières. Jamais de bonjour, toujours la mine renfrognée, lançant les articles une fois scannés. Vous répondant de manière agressive. Je préfère attendre un maximum pour passer à une autre caisse, que de passer avec elle. Cela dure depuis un certain temps. J'ai attendu me disant que tout le monde pouvait avoir de mauvais jours. Avec cette personne, tous les jours sont mauvais apparemment. J'ai vraiment l'impression qu'elle n'aime pas son travail et que tout l'ennuie. Voilà je voulais vous en faire part. Cela assombrit la bonne ambiance du magasin. Et que cela est pesant. Je ne suis pas la seule à le penser. Je ne sais si vous aurez ou lirez ce message. Croyez bien que, moi exerçant auprès de personnes, j'aurais eu un comportement semblable, je me serais fait rappeler à l'ordre. Cordialement.",227
585,C'est une bonne chaîne de distribution,4,"C'est une bonne chaîne de distribution, y'a pas de grandes différences avec la concurrence.
Petit bémol cependant chez Carrefour: manque de choix au niveau des jeux vidéos.",2021-07-26T13:34:33.000Z,,,"C'est une bonne chaîne de distribution, y'a pas de grandes différences avec la concurrence.Petit bémol cependant chez Carrefour: manque de choix au niveau des jeux vidéos.","C'est une bonne chaîne de distribution C'est une bonne chaîne de distribution, y'a pas de grandes différences avec la concurrence.Petit bémol cependant chez Carrefour: manque de choix au niveau des jeux vidéos.",32
606,Cartes Pass illisible station sefvice,4,"Bonjour

Aux stations Total toutes pompe .Carrefour ou Leclerc certaines pompes  ""Cartes non lisible"" .Impossible faire le plein.
Par contre ça marche avec la carte  ""Accord""",2021-06-28T10:15:46.000Z,,,"BonjourAux stations Total toutes pompe .Carrefour ou Leclerc certaines pompes  ""Cartes non lisible"" .Impossible faire le plein.Par contre ça marche avec la carte  ""Accord""","Cartes Pass illisible station sefvice BonjourAux stations Total toutes pompe .Carrefour ou Leclerc certaines pompes  ""Cartes non lisible"" .Impossible faire le plein.Par contre ça marche avec la carte  ""Accord""",29
631,super accueil au Drive de Carrefour Market à Breuillet,4,,2021-05-27T08:24:16.000Z,,,nan,super accueil au Drive de Carrefour Market à Breuillet nan,10
661,trop c'est trop!,4,"Merci a Marcel L'adjoint du directeur d'avait entendu ma demande sur le carrefour de Saint Jean de Vedas.
Suite a notre échange et parce qu'un avi negatif peut devenir positif quand on trouve une solution alors je modifie ma note et remercie particulierement Marcel de son accueil et ca gentillesse. affaire reglé",2021-05-17T12:34:39.000Z,,,Merci a Marcel L'adjoint du directeur d'avait entendu ma demande sur le carrefour de Saint Jean de Vedas.Suite a notre échange et parce qu'un avi negatif peut devenir positif quand on trouve une solution alors je modifie ma note et remercie particulierement Marcel de son accueil et ca gentillesse. affaire reglé,trop c'est trop! Merci a Marcel L'adjoint du directeur d'avait entendu ma demande sur le carrefour de Saint Jean de Vedas.Suite a notre échange et parce qu'un avi negatif peut devenir positif quand on trouve une solution alors je modifie ma note et remercie particulierement Marcel de son accueil et ca gentillesse. affaire reglé,54
667,J' ai pas d' ordinateur je ne peux pas…,4,J' ai pas d' ordinateur je ne peux pas commander le mug et la bouilloire comment je fais,2021-05-04T09:50:29.000Z,,,J' ai pas d' ordinateur je ne peux pas commander le mug et la bouilloire comment je fais,J' ai pas d' ordinateur je ne peux pas… J' ai pas d' ordinateur je ne peux pas commander le mug et la bouilloire comment je fais,27
671,arnaque operation op-tefal.carrefour.fr…,4,je viens de reussir a me connecter taper cinq lettres dont une en majuscules plus un seul chiffre et sa marche,2021-05-03T06:56:38.000Z,,,je viens de reussir a me connecter taper cinq lettres dont une en majuscules plus un seul chiffre et sa marche,arnaque operation op-tefal.carrefour.fr… je viens de reussir a me connecter taper cinq lettres dont une en majuscules plus un seul chiffre et sa marche,24
697,Arrêtez de vous enflammer,4,"Arrêtez de vous enflammer, c'est le mot de passe qui ne convient pas, comme le commentaire mis plus bas l'indique.
En effet, en tapant Jan45tn, pour exemple, ça fonctionne.
La réservation s'est donc faite sans problème ensuite.",2021-04-30T18:46:36.000Z,,,"Arrêtez de vous enflammer, c'est le mot de passe qui ne convient pas, comme le commentaire mis plus bas l'indique.En effet, en tapant Jan45tn, pour exemple, ça fonctionne.La réservation s'est donc faite sans problème ensuite.","Arrêtez de vous enflammer Arrêtez de vous enflammer, c'est le mot de passe qui ne convient pas, comme le commentaire mis plus bas l'indique.En effet, en tapant Jan45tn, pour exemple, ça fonctionne.La réservation s'est donc faite sans problème ensuite.",39
747,OPERATION TEFAL PETIT DEJEUNER,4,"Bonjour, effectivement il faut mettre seulement 7 caractères maximum avec au moins 1 majuscule et un chiffre et 1 minuscule (exemple Prénom2)
Bonne réservation des produits TEFAL Opération Petit déjeuner.",2021-04-25T16:03:58.000Z,,,"Bonjour, effectivement il faut mettre seulement 7 caractères maximum avec au moins 1 majuscule et un chiffre et 1 minuscule (exemple Prénom2)Bonne réservation des produits TEFAL Opération Petit déjeuner.","OPERATION TEFAL PETIT DEJEUNER Bonjour, effectivement il faut mettre seulement 7 caractères maximum avec au moins 1 majuscule et un chiffre et 1 minuscule (exemple Prénom2)Bonne réservation des produits TEFAL Opération Petit déjeuner.",33
780,Bonjour après avoir fait au moins 30…,4,"Bonjour après avoir fait au moins 30 tentatives infructueuses sur mon iPad   pour inscription sur le site opération tefal carrefour j’ai essayé sur un pc . Opération enfin réussie avec mot de passe à 5 caractères....
Franchement Carrefour aurait dû indiquer
Inscription sur Pc
Mot de passe à 5 caractères.",2021-04-21T08:51:03.000Z,,,Bonjour après avoir fait au moins 30 tentatives infructueuses sur mon iPad   pour inscription sur le site opération tefal carrefour j’ai essayé sur un pc . Opération enfin réussie avec mot de passe à 5 caractères....Franchement Carrefour aurait dû indiquerInscription sur PcMot de passe à 5 caractères.,Bonjour après avoir fait au moins 30… Bonjour après avoir fait au moins 30 tentatives infructueuses sur mon iPad   pour inscription sur le site opération tefal carrefour j’ai essayé sur un pc . Opération enfin réussie avec mot de passe à 5 caractères....Franchement Carrefour aurait dû indiquerInscription sur PcMot de passe à 5 caractères.,54
808,Merci pour l'info,4,Merci pour l'info. En effet sa a fonctionner avec 5 caracteres pour le code. Réservation faite et mail reçu,2021-04-19T18:06:09.000Z,,,Merci pour l'info. En effet sa a fonctionner avec 5 caracteres pour le code. Réservation faite et mail reçu,Merci pour l'info Merci pour l'info. En effet sa a fonctionner avec 5 caracteres pour le code. Réservation faite et mail reçu,22
819,Ouvrez l'œil,4,"Ouvrez l'œil, réservations à partir du 19 avril à....14h00 !",2021-04-19T10:05:04.000Z,,,"Ouvrez l'œil, réservations à partir du 19 avril à....14h00 !","Ouvrez l'œil Ouvrez l'œil, réservations à partir du 19 avril à....14h00 !",12
870,Un gros problème,4,"Un gros problème, manque de nombreux produits dans les rayons, aussi bien que sur le site drive, exemples truite vidée, crevette cuite, et j'en passe.
Déçu.",2021-04-05T14:39:59.000Z,,,"Un gros problème, manque de nombreux produits dans les rayons, aussi bien que sur le site drive, exemples truite vidée, crevette cuite, et j'en passe.Déçu.","Un gros problème Un gros problème, manque de nombreux produits dans les rayons, aussi bien que sur le site drive, exemples truite vidée, crevette cuite, et j'en passe.Déçu.",28
904,"nous avons acheté un nokia 1,3 et…",4,"nous avons acheté un nokia 1,3 et sommes satisfaite de notre achat",2021-02-23T09:25:34.000Z,,,"nous avons acheté un nokia 1,3 et sommes satisfaite de notre achat","nous avons acheté un nokia 1,3 et… nous avons acheté un nokia 1,3 et sommes satisfaite de notre achat",19
923,Bonne expérience,4,,2021-02-07T09:31:30.000Z,,,nan,Bonne expérience nan,3
924,Bonne expérience au sein du Carrefour Vernon (27).,4,"Cet avis concerne CARREFOUR VERNON (27).
Carrefour de taille moyenne mais avec une bonne variété de produits, y compris de produits locaux. Rayons boucherie et poissonnerie appréciables. Dans la petite galerie commerciale, présence d'un restaurant, d'une pharmacie, d'un salon de coiffure, d'un distributeur d'argent et de toilettes propres et fonctionnelles. Un bémol : le boucher vous sert la viande les mains nues, ce qui est contestable surtout en période de pandémie.",2021-02-06T17:59:24.000Z,,,"Cet avis concerne CARREFOUR VERNON (27).Carrefour de taille moyenne mais avec une bonne variété de produits, y compris de produits locaux. Rayons boucherie et poissonnerie appréciables. Dans la petite galerie commerciale, présence d'un restaurant, d'une pharmacie, d'un salon de coiffure, d'un distributeur d'argent et de toilettes propres et fonctionnelles. Un bémol : le boucher vous sert la viande les mains nues, ce qui est contestable surtout en période de pandémie.","Bonne expérience au sein du Carrefour Vernon (27). Cet avis concerne CARREFOUR VERNON (27).Carrefour de taille moyenne mais avec une bonne variété de produits, y compris de produits locaux. Rayons boucherie et poissonnerie appréciables. Dans la petite galerie commerciale, présence d'un restaurant, d'une pharmacie, d'un salon de coiffure, d'un distributeur d'argent et de toilettes propres et fonctionnelles. Un bémol : le boucher vous sert la viande les mains nues, ce qui est contestable surtout en période de pandémie.",78
952,Commande de jouets reçus rapidement et…,4,Commande de jouets reçus rapidement et bien emballés !,2021-01-23T14:41:15.000Z,,,Commande de jouets reçus rapidement et bien emballés !,Commande de jouets reçus rapidement et… Commande de jouets reçus rapidement et bien emballés !,15
