,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews
1973,A FUIR COMME LA PESTE!!!!,1,"J'ai commandé un gps en utilisant la livraison 24h car je devais partir en angleterre et donc l'utiliser trois jours plus tard la-bas pendant mon sejour de 5 mois.
Résultat : le GPS arrive 4 jours plus tard, donc tres difficile de se retrouver en Angleterre sans GPS. Merci Carrefour. 
Ensuite je demande au service client de me rembourser les 10 euros que j'ai deboursé pour rien, et la INCROYABLE, au lieu de me donner une reponse meme négative, ils ont tout simplement supprimé mon compte client. ARNAQUEUR, la livraison Carrefour et a vomir, á fuir comme la peste.",2014-05-08T09:00:08.000Z,,,"J'ai commandé un gps en utilisant la livraison 24h car je devais partir en angleterre et donc l'utiliser trois jours plus tard la-bas pendant mon sejour de 5 mois.Résultat : le GPS arrive 4 jours plus tard, donc tres difficile de se retrouver en Angleterre sans GPS. Merci Carrefour. Ensuite je demande au service client de me rembourser les 10 euros que j'ai deboursé pour rien, et la INCROYABLE, au lieu de me donner une reponse meme négative, ils ont tout simplement supprimé mon compte client. ARNAQUEUR, la livraison Carrefour et a vomir, á fuir comme la peste.","A FUIR COMME LA PESTE!!!! J'ai commandé un gps en utilisant la livraison 24h car je devais partir en angleterre et donc l'utiliser trois jours plus tard la-bas pendant mon sejour de 5 mois.Résultat : le GPS arrive 4 jours plus tard, donc tres difficile de se retrouver en Angleterre sans GPS. Merci Carrefour. Ensuite je demande au service client de me rembourser les 10 euros que j'ai deboursé pour rien, et la INCROYABLE, au lieu de me donner une reponse meme négative, ils ont tout simplement supprimé mon compte client. ARNAQUEUR, la livraison Carrefour et a vomir, á fuir comme la peste."
1974,commande iphone 5c,5,Téléphone commandé le Vendredi soir 22h et j'ai été livré en point relais le Mardi après-midi. Rapide et efficace!,2014-04-17T11:44:05.000Z,,,Téléphone commandé le Vendredi soir 22h et j'ai été livré en point relais le Mardi après-midi. Rapide et efficace!,commande iphone 5c Téléphone commandé le Vendredi soir 22h et j'ai été livré en point relais le Mardi après-midi. Rapide et efficace!
1975,honteux !,1,"Il y a tant à dire :
1. J'ai payé pour une livraison à domicile. Après avoir appelé le transporteur, celui ci m'informe que le colis sera déposé en bas de l'immeuble.Je précise que le colis faisait plus de la moitié de mon poids, et que j'en ai reçus trois identiques le même jour. Ok la chance était avec moi et et tout s'est passé sans heurs mais la réaction de carrefour était la suivante : Correspond aux conditions générales du site "" à la limite de propriété"" bah non, je ne suis pas propriétaire de l'immeuble, et heureusement que je n'habitais pas au vingtième étage sans ascenseur
2. j'ai commandé des lits, et ce que je croyais être les matelas correspondants. j'ai reçus les matelas avec la poste... oui, autant payer deux transporteurs différents et deux fois les frais d'envoi, mais bon, ça arrive aussi chez A**z** Quelle n'a pas été ma stupeur quand en déballant un lit, j'ai vu qu'il était incompatible avec les matelas que j'allais recevoir, pour des raisons de sécurité/hauteur ! 
3. J'ai reçu les matelas.... en retard. Le site tenait à ce que je l'informe du retard de livraison, tout en modifiant les dates à leur avantage, il fallait soi-disant 48 heures au site pour enregistrer la commande, mais... étrange ! j'ai été débitée en quelques heures seulement. Par contre, nul doute qu'ils récupèrent les pénalités de retard des transporteurs.
4. Le service après-vente/la hotline. Surtout ne JAMAIS appeler le numéro surtaxé, ce sont les mêmes interlocuteurs que sur la ligne prix d'un appel local, qui peuvent, selon leur bon vouloir, vous raccrocher au nez... 
Je me suis rendue compte qu'après le descriptif incomplet du lit, j'ai reçu des matelas d'une hauteur différente de celle du descriptif. C'était plutôt une bonne nouvelle pour moi, car j'avais des matelas compatibles avec les lits... mais largement surfacturés. A force d'insister au téléphone, j'ai eu une réponse du service client par mail qui me demandait de démontrer ma bonne foi... Pour explications, le service téléphone... qui n'aurait pas accès aux mails, ajouta que je devais envoyer des photos prouvant l'erreur de marchandise. Pas d'envoi de MMS possible, on ne m'a donné aucun numéro de téléphone portable. Pas possibilité de rentrer directement en contact avec quelqu'un sur service mail par téléphone. Les premiers mails que j'ai envoyés m'ont été renvoyés automatiquement. Il ne fallait pas dépasser 4 mo .... je ne vous raconte pas la définition de l'image, avec ça je ne risquais pas d'envoyer plusieurs photos.
Les autres mails sont à ce jour sans réponse. 
Evidemment on peut poster notre avis sur le site carrefour. Mais tout commentaire sur le service client sera supprimé, ou plutôt non publié.",2014-04-04T22:17:00.000Z,,,"Il y a tant à dire :1. J'ai payé pour une livraison à domicile. Après avoir appelé le transporteur, celui ci m'informe que le colis sera déposé en bas de l'immeuble.Je précise que le colis faisait plus de la moitié de mon poids, et que j'en ai reçus trois identiques le même jour. Ok la chance était avec moi et et tout s'est passé sans heurs mais la réaction de carrefour était la suivante : Correspond aux conditions générales du site "" à la limite de propriété"" bah non, je ne suis pas propriétaire de l'immeuble, et heureusement que je n'habitais pas au vingtième étage sans ascenseur2. j'ai commandé des lits, et ce que je croyais être les matelas correspondants. j'ai reçus les matelas avec la poste... oui, autant payer deux transporteurs différents et deux fois les frais d'envoi, mais bon, ça arrive aussi chez A**z** Quelle n'a pas été ma stupeur quand en déballant un lit, j'ai vu qu'il était incompatible avec les matelas que j'allais recevoir, pour des raisons de sécurité/hauteur ! 3. J'ai reçu les matelas.... en retard. Le site tenait à ce que je l'informe du retard de livraison, tout en modifiant les dates à leur avantage, il fallait soi-disant 48 heures au site pour enregistrer la commande, mais... étrange ! j'ai été débitée en quelques heures seulement. Par contre, nul doute qu'ils récupèrent les pénalités de retard des transporteurs.4. Le service après-vente/la hotline. Surtout ne JAMAIS appeler le numéro surtaxé, ce sont les mêmes interlocuteurs que sur la ligne prix d'un appel local, qui peuvent, selon leur bon vouloir, vous raccrocher au nez... Je me suis rendue compte qu'après le descriptif incomplet du lit, j'ai reçu des matelas d'une hauteur différente de celle du descriptif. C'était plutôt une bonne nouvelle pour moi, car j'avais des matelas compatibles avec les lits... mais largement surfacturés. A force d'insister au téléphone, j'ai eu une réponse du service client par mail qui me demandait de démontrer ma bonne foi... Pour explications, le service téléphone... qui n'aurait pas accès aux mails, ajouta que je devais envoyer des photos prouvant l'erreur de marchandise. Pas d'envoi de MMS possible, on ne m'a donné aucun numéro de téléphone portable. Pas possibilité de rentrer directement en contact avec quelqu'un sur service mail par téléphone. Les premiers mails que j'ai envoyés m'ont été renvoyés automatiquement. Il ne fallait pas dépasser 4 mo .... je ne vous raconte pas la définition de l'image, avec ça je ne risquais pas d'envoyer plusieurs photos.Les autres mails sont à ce jour sans réponse. Evidemment on peut poster notre avis sur le site carrefour. Mais tout commentaire sur le service client sera supprimé, ou plutôt non publié.","honteux ! Il y a tant à dire :1. J'ai payé pour une livraison à domicile. Après avoir appelé le transporteur, celui ci m'informe que le colis sera déposé en bas de l'immeuble.Je précise que le colis faisait plus de la moitié de mon poids, et que j'en ai reçus trois identiques le même jour. Ok la chance était avec moi et et tout s'est passé sans heurs mais la réaction de carrefour était la suivante : Correspond aux conditions générales du site "" à la limite de propriété"" bah non, je ne suis pas propriétaire de l'immeuble, et heureusement que je n'habitais pas au vingtième étage sans ascenseur2. j'ai commandé des lits, et ce que je croyais être les matelas correspondants. j'ai reçus les matelas avec la poste... oui, autant payer deux transporteurs différents et deux fois les frais d'envoi, mais bon, ça arrive aussi chez A**z** Quelle n'a pas été ma stupeur quand en déballant un lit, j'ai vu qu'il était incompatible avec les matelas que j'allais recevoir, pour des raisons de sécurité/hauteur ! 3. J'ai reçu les matelas.... en retard. Le site tenait à ce que je l'informe du retard de livraison, tout en modifiant les dates à leur avantage, il fallait soi-disant 48 heures au site pour enregistrer la commande, mais... étrange ! j'ai été débitée en quelques heures seulement. Par contre, nul doute qu'ils récupèrent les pénalités de retard des transporteurs.4. Le service après-vente/la hotline. Surtout ne JAMAIS appeler le numéro surtaxé, ce sont les mêmes interlocuteurs que sur la ligne prix d'un appel local, qui peuvent, selon leur bon vouloir, vous raccrocher au nez... Je me suis rendue compte qu'après le descriptif incomplet du lit, j'ai reçu des matelas d'une hauteur différente de celle du descriptif. C'était plutôt une bonne nouvelle pour moi, car j'avais des matelas compatibles avec les lits... mais largement surfacturés. A force d'insister au téléphone, j'ai eu une réponse du service client par mail qui me demandait de démontrer ma bonne foi... Pour explications, le service téléphone... qui n'aurait pas accès aux mails, ajouta que je devais envoyer des photos prouvant l'erreur de marchandise. Pas d'envoi de MMS possible, on ne m'a donné aucun numéro de téléphone portable. Pas possibilité de rentrer directement en contact avec quelqu'un sur service mail par téléphone. Les premiers mails que j'ai envoyés m'ont été renvoyés automatiquement. Il ne fallait pas dépasser 4 mo .... je ne vous raconte pas la définition de l'image, avec ça je ne risquais pas d'envoyer plusieurs photos.Les autres mails sont à ce jour sans réponse. Evidemment on peut poster notre avis sur le site carrefour. Mais tout commentaire sur le service client sera supprimé, ou plutôt non publié."
1976,scandaleux,1,"Je comprends pourquoi ils peuvent mettre des prix bas.... ils vous facturent autant de frais de livraison que d'articles commandés ! c'est à dire, 2 articles, 2 fois les frais de livraison, 3 articles, 3 fois les frais de livraison !   et pourtant tout commandé en même temps, livrés à la même adresse.  Ce n'est pas normal, donc adieu carrefour.fr",2014-04-04T14:58:35.000Z,,,"Je comprends pourquoi ils peuvent mettre des prix bas.... ils vous facturent autant de frais de livraison que d'articles commandés ! c'est à dire, 2 articles, 2 fois les frais de livraison, 3 articles, 3 fois les frais de livraison !   et pourtant tout commandé en même temps, livrés à la même adresse.  Ce n'est pas normal, donc adieu carrefour.fr","scandaleux Je comprends pourquoi ils peuvent mettre des prix bas.... ils vous facturent autant de frais de livraison que d'articles commandés ! c'est à dire, 2 articles, 2 fois les frais de livraison, 3 articles, 3 fois les frais de livraison !   et pourtant tout commandé en même temps, livrés à la même adresse.  Ce n'est pas normal, donc adieu carrefour.fr"
1977,"Pas mal, Carrefour!",3,"Le sité est un peu chaotique mais le prix sont bien, alors ce n'est pas mal. Je suis satisfait. 
jpierre",2014-03-27T10:13:30.000Z,,,"Le sité est un peu chaotique mais le prix sont bien, alors ce n'est pas mal. Je suis satisfait. jpierre","Pas mal, Carrefour! Le sité est un peu chaotique mais le prix sont bien, alors ce n'est pas mal. Je suis satisfait. jpierre"
1978,Impec rien à dire,5,"J'ai commandé une télé pour noël pour mes parents 
Pas de souci , je l'ai eu en temps et en heure",2014-03-22T14:34:52.000Z,,,"J'ai commandé une télé pour noël pour mes parents Pas de souci , je l'ai eu en temps et en heure","Impec rien à dire J'ai commandé une télé pour noël pour mes parents Pas de souci , je l'ai eu en temps et en heure"
1979,9 € affiché 19 € facturé,1,"C'est la fête des prix chez carrefour, je vous invites à tous regarder vos tickets 15 jours et 2 erreurs, 19 au lieu de 9 en caisse et 8.50 au lieu de 5... direction la concurrence!",2014-03-17T17:22:34.000Z,,,"C'est la fête des prix chez carrefour, je vous invites à tous regarder vos tickets 15 jours et 2 erreurs, 19 au lieu de 9 en caisse et 8.50 au lieu de 5... direction la concurrence!","9 € affiché 19 € facturé C'est la fête des prix chez carrefour, je vous invites à tous regarder vos tickets 15 jours et 2 erreurs, 19 au lieu de 9 en caisse et 8.50 au lieu de 5... direction la concurrence!"
1980,produit non en stock mais pas informé,2,"Commande d'un balai vapeur sur le site carrefour online, le produit est moins cher qu'en magasin et livraison en 48h normalement. Au bout de 5 jours je vois que mon produit est tjr en cours de préparation,  donc j'appelle le service client pour savoir la date prevu de livraison. J'apprends par l'hôtesse que mon produit n'est plus en stock et est en cours d'approvisionnement. J'ai sois la possibilité d'attendre l'approvisionnement (sans date defini), sois remboursement par carte sous 72h (sachant que mon paiment a été validé en 24h). Je trouve cela anormale de ne pas avoir été prevenu par mail qu'il ne pouvait pas me livrer et surtout que leur produit n'était plus en stock. J'aurai commandé sur un autre site. Site non fiable.",2014-02-25T20:02:26.000Z,,,"Commande d'un balai vapeur sur le site carrefour online, le produit est moins cher qu'en magasin et livraison en 48h normalement. Au bout de 5 jours je vois que mon produit est tjr en cours de préparation,  donc j'appelle le service client pour savoir la date prevu de livraison. J'apprends par l'hôtesse que mon produit n'est plus en stock et est en cours d'approvisionnement. J'ai sois la possibilité d'attendre l'approvisionnement (sans date defini), sois remboursement par carte sous 72h (sachant que mon paiment a été validé en 24h). Je trouve cela anormale de ne pas avoir été prevenu par mail qu'il ne pouvait pas me livrer et surtout que leur produit n'était plus en stock. J'aurai commandé sur un autre site. Site non fiable.","produit non en stock mais pas informé Commande d'un balai vapeur sur le site carrefour online, le produit est moins cher qu'en magasin et livraison en 48h normalement. Au bout de 5 jours je vois que mon produit est tjr en cours de préparation,  donc j'appelle le service client pour savoir la date prevu de livraison. J'apprends par l'hôtesse que mon produit n'est plus en stock et est en cours d'approvisionnement. J'ai sois la possibilité d'attendre l'approvisionnement (sans date defini), sois remboursement par carte sous 72h (sachant que mon paiment a été validé en 24h). Je trouve cela anormale de ne pas avoir été prevenu par mail qu'il ne pouvait pas me livrer et surtout que leur produit n'était plus en stock. J'aurai commandé sur un autre site. Site non fiable."
1981,Bonne expérience,5,"J'ai commandé un lecteur MP4, le prix était vraiment très bien placé, la livraison était gratuite, j'ai été livré très rapidement, le produit est conforme a la description du site.
 
rien a redire... :)",2014-02-13T14:33:17.000Z,,,"J'ai commandé un lecteur MP4, le prix était vraiment très bien placé, la livraison était gratuite, j'ai été livré très rapidement, le produit est conforme a la description du site. rien a redire... :)","Bonne expérience J'ai commandé un lecteur MP4, le prix était vraiment très bien placé, la livraison était gratuite, j'ai été livré très rapidement, le produit est conforme a la description du site. rien a redire... :)"
1982,Prix intéressant mais pas livré,2,"J'ai commandé à Carrefour Online le 19 décembre 2013 un téléphone portable Samsung à un prix très intéressant, expédition uniquement par transporteur, pas de chronopost ni point relais !
Expédier de carrefour le lendemain par GLS, 4 jours sur plateforme, ensuite réception à une autre plateforme près de chez moi, après en instance 
J'ai téléphoné à carrefour qui me dit qu'il faut téléphoner au transporteur Numéro surtaxé à 1.25 super, lequel me dit que je serais livré le 27 décembre. 
Le 27 toujours rien reçu et je vois sur le suivi mis en livraison( pas vu le transporteur, présent toute la journée chez moi) et à nouveau instance, je retéléphone à Carrefour  qui me dit qu'il ouvre une enquete vers le transporteur et qu'il faut attendre 5 jours.
En suivant le colis sur le suivi je m’aperçois que le 6/01 il est noté retour et expédition vers l'expéditeur
je téléphone à carrefour le 7/01 et ils m'ont fait un remboursement dans les 2 jours
Première expérience négative pour un cadeau de Noëll, tout çà pour économiser 15 euros
Transporteur GLS pas fiable du tout",2014-01-14T20:01:59.000Z,,,"J'ai commandé à Carrefour Online le 19 décembre 2013 un téléphone portable Samsung à un prix très intéressant, expédition uniquement par transporteur, pas de chronopost ni point relais !Expédier de carrefour le lendemain par GLS, 4 jours sur plateforme, ensuite réception à une autre plateforme près de chez moi, après en instance J'ai téléphoné à carrefour qui me dit qu'il faut téléphoner au transporteur Numéro surtaxé à 1.25 super, lequel me dit que je serais livré le 27 décembre. Le 27 toujours rien reçu et je vois sur le suivi mis en livraison( pas vu le transporteur, présent toute la journée chez moi) et à nouveau instance, je retéléphone à Carrefour  qui me dit qu'il ouvre une enquete vers le transporteur et qu'il faut attendre 5 jours.En suivant le colis sur le suivi je m’aperçois que le 6/01 il est noté retour et expédition vers l'expéditeurje téléphone à carrefour le 7/01 et ils m'ont fait un remboursement dans les 2 joursPremière expérience négative pour un cadeau de Noëll, tout çà pour économiser 15 eurosTransporteur GLS pas fiable du tout","Prix intéressant mais pas livré J'ai commandé à Carrefour Online le 19 décembre 2013 un téléphone portable Samsung à un prix très intéressant, expédition uniquement par transporteur, pas de chronopost ni point relais !Expédier de carrefour le lendemain par GLS, 4 jours sur plateforme, ensuite réception à une autre plateforme près de chez moi, après en instance J'ai téléphoné à carrefour qui me dit qu'il faut téléphoner au transporteur Numéro surtaxé à 1.25 super, lequel me dit que je serais livré le 27 décembre. Le 27 toujours rien reçu et je vois sur le suivi mis en livraison( pas vu le transporteur, présent toute la journée chez moi) et à nouveau instance, je retéléphone à Carrefour  qui me dit qu'il ouvre une enquete vers le transporteur et qu'il faut attendre 5 jours.En suivant le colis sur le suivi je m’aperçois que le 6/01 il est noté retour et expédition vers l'expéditeurje téléphone à carrefour le 7/01 et ils m'ont fait un remboursement dans les 2 joursPremière expérience négative pour un cadeau de Noëll, tout çà pour économiser 15 eurosTransporteur GLS pas fiable du tout"
1983,Viande douteuse... ça fait peur... très peur...,1,"Alors voilà, j'ai eu la bonne idée d'acheter deux steaks pour mon amie, pour dépanner car plus grand chose à manger pour les carnivores dans mon frigo. ""Prend des Pur Boeuf en 5% de matière grasse"" me dit-elle. Ok. Je vais là-bas, je fais 2 ou 3 courses, et j'arrive au rayon des viandes emballées. Je prends les 2 steaks pur boeuf carrefour 5% de MG. 
Arrivé à la maison, je décharge, je range au frigo. Le soir arrive, et je décide de lui faire la cuisine avant qu'elle rentre. Je sort les steaks, en met un sur la poile, et va pour mettre le deuxième : seulement, je l'ai retourné, et j'ai apperçu une tache marron circulaire de la taille d'un tout petit ongle. Je gratte, et c'est encore marron en dessous. JE gratte un peu plus profond, PAREIL ! Je coupe le steak en 2, et là HORREUR : le steak est marron à l'intérieur, et quand je dis marron, c'est MARRON ! Ne me parlez pas d'oxydation, il s'agit d'un remplissage (ou farce dans le jargon), avec de la viande de moins bonne qualité, ou plus vieille, voire périmée ou congelée. Odeur bizarre, aspect horrible... Je décide de le montrer à mon amie pour qu'elle confirme. Je crois qu'elle a été encore plus choquée que moi !!! PLUS JAMAIS JE N’ACHÈTERAIS DE LA VIANDE CHEZ EUX.
J'ai pris plein de photos (et gardé l'étiquette), et j'ai même alerté la caisse centrale et le boucher de carrefour, qui m'on répondu qu'en effet, ce n'était pas normal. Ils m'ont dit que ces steaks provenaient de Charal... Il n'avait pas l'air plus embêté que cela. C'est peut-être courant chez eux... Mouais, et alors ? C'est bien vous qui les vendez !!!
Attention à la viande, car un problème sanitaire peut faire très très mal...
 
PS : ne modifiez pas mon avis, car la viande vendue sur leur site web est la même que celle qu'on retrouve en rayon.",2014-01-14T16:16:17.000Z,,,"Alors voilà, j'ai eu la bonne idée d'acheter deux steaks pour mon amie, pour dépanner car plus grand chose à manger pour les carnivores dans mon frigo. ""Prend des Pur Boeuf en 5% de matière grasse"" me dit-elle. Ok. Je vais là-bas, je fais 2 ou 3 courses, et j'arrive au rayon des viandes emballées. Je prends les 2 steaks pur boeuf carrefour 5% de MG. Arrivé à la maison, je décharge, je range au frigo. Le soir arrive, et je décide de lui faire la cuisine avant qu'elle rentre. Je sort les steaks, en met un sur la poile, et va pour mettre le deuxième : seulement, je l'ai retourné, et j'ai apperçu une tache marron circulaire de la taille d'un tout petit ongle. Je gratte, et c'est encore marron en dessous. JE gratte un peu plus profond, PAREIL ! Je coupe le steak en 2, et là HORREUR : le steak est marron à l'intérieur, et quand je dis marron, c'est MARRON ! Ne me parlez pas d'oxydation, il s'agit d'un remplissage (ou farce dans le jargon), avec de la viande de moins bonne qualité, ou plus vieille, voire périmée ou congelée. Odeur bizarre, aspect horrible... Je décide de le montrer à mon amie pour qu'elle confirme. Je crois qu'elle a été encore plus choquée que moi !!! PLUS JAMAIS JE N’ACHÈTERAIS DE LA VIANDE CHEZ EUX.J'ai pris plein de photos (et gardé l'étiquette), et j'ai même alerté la caisse centrale et le boucher de carrefour, qui m'on répondu qu'en effet, ce n'était pas normal. Ils m'ont dit que ces steaks provenaient de Charal... Il n'avait pas l'air plus embêté que cela. C'est peut-être courant chez eux... Mouais, et alors ? C'est bien vous qui les vendez !!!Attention à la viande, car un problème sanitaire peut faire très très mal... PS : ne modifiez pas mon avis, car la viande vendue sur leur site web est la même que celle qu'on retrouve en rayon.","Viande douteuse... ça fait peur... très peur... Alors voilà, j'ai eu la bonne idée d'acheter deux steaks pour mon amie, pour dépanner car plus grand chose à manger pour les carnivores dans mon frigo. ""Prend des Pur Boeuf en 5% de matière grasse"" me dit-elle. Ok. Je vais là-bas, je fais 2 ou 3 courses, et j'arrive au rayon des viandes emballées. Je prends les 2 steaks pur boeuf carrefour 5% de MG. Arrivé à la maison, je décharge, je range au frigo. Le soir arrive, et je décide de lui faire la cuisine avant qu'elle rentre. Je sort les steaks, en met un sur la poile, et va pour mettre le deuxième : seulement, je l'ai retourné, et j'ai apperçu une tache marron circulaire de la taille d'un tout petit ongle. Je gratte, et c'est encore marron en dessous. JE gratte un peu plus profond, PAREIL ! Je coupe le steak en 2, et là HORREUR : le steak est marron à l'intérieur, et quand je dis marron, c'est MARRON ! Ne me parlez pas d'oxydation, il s'agit d'un remplissage (ou farce dans le jargon), avec de la viande de moins bonne qualité, ou plus vieille, voire périmée ou congelée. Odeur bizarre, aspect horrible... Je décide de le montrer à mon amie pour qu'elle confirme. Je crois qu'elle a été encore plus choquée que moi !!! PLUS JAMAIS JE N’ACHÈTERAIS DE LA VIANDE CHEZ EUX.J'ai pris plein de photos (et gardé l'étiquette), et j'ai même alerté la caisse centrale et le boucher de carrefour, qui m'on répondu qu'en effet, ce n'était pas normal. Ils m'ont dit que ces steaks provenaient de Charal... Il n'avait pas l'air plus embêté que cela. C'est peut-être courant chez eux... Mouais, et alors ? C'est bien vous qui les vendez !!!Attention à la viande, car un problème sanitaire peut faire très très mal... PS : ne modifiez pas mon avis, car la viande vendue sur leur site web est la même que celle qu'on retrouve en rayon."
1984,"Tout s'est bien passé: rapidité, efficacité.",5,"Commande d'une tablette juste avant noel sur carrefour.fr
 
Tout est arrivé dans les temps (quelques jours après)
A noter que le colis venait de chez pixmania.",2014-01-13T15:59:22.000Z,,,Commande d'une tablette juste avant noel sur carrefour.fr Tout est arrivé dans les temps (quelques jours après)A noter que le colis venait de chez pixmania.,"Tout s'est bien passé: rapidité, efficacité. Commande d'une tablette juste avant noel sur carrefour.fr Tout est arrivé dans les temps (quelques jours après)A noter que le colis venait de chez pixmania."
