,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
1096,Lidl Barentin 76,1,"Lidl Barentin 76 
Personnel mal aimable et incompétent, surtout le personnel ""responsable ""
Renseignements faux,pour se débarrasser du client, personnel qui change sans cesse ...",2021-04-21T12:02:11.000Z,,,"Lidl Barentin 76 Lidl Barentin 76 
Personnel mal aimable et incompétent, surtout le personnel ""responsable ""
Renseignements faux,pour se débarrasser du client, personnel qui change sans cesse ...",1,0,0,0,0
1097,bonjour ce matin a lidl a Gravelines  …,1,bonjour ce matin a lidl a Gravelines   caissière très désagréable une honte jamais vue cela  agressives avec les clientes     puis les aliments ne sont pas rangé a leur place donc on crois que c est la pub et bin non  magasin a revoir avec leurs employer,2021-04-21T11:22:30.000Z,,,bonjour ce matin a lidl a Gravelines  … bonjour ce matin a lidl a Gravelines   caissière très désagréable une honte jamais vue cela  agressives avec les clientes     puis les aliments ne sont pas rangé a leur place donc on crois que c est la pub et bin non  magasin a revoir avec leurs employer,1,0,0,0,0
1098,Personnel détestable à Levallois,3,"Personnel détestable à Levallois
J'adore Lidl pour le rapport qualité prix.
Mais on a aussi la qualité du personnel à bas prix.
""c'est pas mon problème"", ""vous dites n'importe quoi"", autant de phrases qui ne devrait jamais être dites par le personnel d'un magasin.
J'aimerai mettre 5 étoiles pour les produits et les prix, mais le personnel (dans sa majorité, ne pas mettre tout le monde dans le même sac) mérite une étoile",2021-04-20T09:47:39.000Z,,,"Personnel détestable à Levallois Personnel détestable à Levallois
J'adore Lidl pour le rapport qualité prix.
Mais on a aussi la qualité du personnel à bas prix.
""c'est pas mon problème"", ""vous dites n'importe quoi"", autant de phrases qui ne devrait jamais être dites par le personnel d'un magasin.
J'aimerai mettre 5 étoiles pour les produits et les prix, mais le personnel (dans sa majorité, ne pas mettre tout le monde dans le même sac) mérite une étoile",1,0,0,0,0
1099,Comme toujours offre…,1,Comme toujours offre alléchante...karcher à prix abordable 69e...on se rend dans différents lidl le jour même et pas un seul en stock...pitoyable toujours la même histoire on vous envoie des catalogues avec des dates et des produits et les stocks sont jamais suffisants pour les gens qui travaillent et qui.ne.peuvent pas camper devant lidl pour obtenir un produit à l'ouverture...vous devriez avoir des amendes pour cela ...vous n'avez jamais en.rayon les produits que vous promettez c'est lamentable!!!!,2021-04-19T21:12:47.000Z,,,Comme toujours offre… Comme toujours offre alléchante...karcher à prix abordable 69e...on se rend dans différents lidl le jour même et pas un seul en stock...pitoyable toujours la même histoire on vous envoie des catalogues avec des dates et des produits et les stocks sont jamais suffisants pour les gens qui travaillent et qui.ne.peuvent pas camper devant lidl pour obtenir un produit à l'ouverture...vous devriez avoir des amendes pour cela ...vous n'avez jamais en.rayon les produits que vous promettez c'est lamentable!!!!,1,0,0,0,0
1100,comme mr francois michelot au sujet de…,1,comme mr francois michelot au sujet de la scie a onglet prévu le 12 04 2021 lidl argence et le marteau perforateur pas du tout en vente comme prevu et surtout aucune nouvelle des personnes en caisses a savoir si ces produit aller etre en vente je fais mes courses régulierement a lidl mais la c est plus que douteux .es ce pour attirer la clientelle peut etre vu qu aucunes expilication n as ete donner par lidl.,2021-04-19T19:02:27.000Z,,,comme mr francois michelot au sujet de… comme mr francois michelot au sujet de la scie a onglet prévu le 12 04 2021 lidl argence et le marteau perforateur pas du tout en vente comme prevu et surtout aucune nouvelle des personnes en caisses a savoir si ces produit aller etre en vente je fais mes courses régulierement a lidl mais la c est plus que douteux .es ce pour attirer la clientelle peut etre vu qu aucunes expilication n as ete donner par lidl.,1,0,0,0,0
1101,Bravo au Lidl des Ulis,5,"Je tenais à féliciter le magasin des Ulis (91)
très propre, les allées sont larges ce qui est appréciable en ces temps de pandémie, bien achalandé, les produits à prix discount sont mis en valeur, peu d'attente aux caisses grâce à la réactivité de l'équipe qui est très serviable.",2021-04-19T12:23:46.000Z,,,"Bravo au Lidl des Ulis Je tenais à féliciter le magasin des Ulis (91)
très propre, les allées sont larges ce qui est appréciable en ces temps de pandémie, bien achalandé, les produits à prix discount sont mis en valeur, peu d'attente aux caisses grâce à la réactivité de l'équipe qui est très serviable.",1,0,0,0,0
1102,Au top,5,"J’ai acheté il y a quelques mois un robot cuisine silvercrest.
Il y a 2 semaines mon fouet à laché, j’ai contacté le sav grace au formulaire avec mes informations, j’ai joint ma facture, on m’a de suite répondu qu’un nouveau fouet me sera envoyé comme geste commercial, et aujourd’hui j’ai reçu mon fouet.
On ne m’a pas demandé de preuve ni rien, ni demandé de renvoyer le fouet cassé, on ne m’a pas fait attendre des mois et des mois comme certains sav, je suis surprise que le sav lidl n’est que 1,7 sur 5, il est vrai que je pensais au debut ne rien recevoir mais bon, me voila avec un fouet neuf 2 semaines après que mon fouet se soit cassé 
Merci encore a lidl",2021-04-19T11:11:37.000Z,,,"Au top J’ai acheté il y a quelques mois un robot cuisine silvercrest.
Il y a 2 semaines mon fouet à laché, j’ai contacté le sav grace au formulaire avec mes informations, j’ai joint ma facture, on m’a de suite répondu qu’un nouveau fouet me sera envoyé comme geste commercial, et aujourd’hui j’ai reçu mon fouet.
On ne m’a pas demandé de preuve ni rien, ni demandé de renvoyer le fouet cassé, on ne m’a pas fait attendre des mois et des mois comme certains sav, je suis surprise que le sav lidl n’est que 1,7 sur 5, il est vrai que je pensais au debut ne rien recevoir mais bon, me voila avec un fouet neuf 2 semaines après que mon fouet se soit cassé 
Merci encore a lidl",0,0,0,1,0
1103,"Bonjour à tous, Nous venons d’essayer de manger 2 plats  POULET TIKKA ( 1.5 sur 10 )  PORC CARAMEL ( 0 sur 10 ) immangeable trop sucré et rien d’autre. Mon dieu!! Mais goûter avant de mettre ça à la v",1,"Bonjour à tous,
Nous venons d’essayer de manger 2 plats 
POULET TIKKA ( 1.5 sur 10 ) 
PORC CARAMEL ( 0 sur 10 ) immangeable trop sucré et rien d’autre.
Mon dieu!!
Mais goûter avant de mettre ça à la vente!!
Et j’ai l’habitude de voyager et de manger Thaï ou Indo et même en India. (Ma femme est Thai)
Carton rouge!!",2021-04-19T16:08:52.000Z,,,"Bonjour à tous, Nous venons d’essayer de manger 2 plats  POULET TIKKA ( 1.5 sur 10 )  PORC CARAMEL ( 0 sur 10 ) immangeable trop sucré et rien d’autre. Mon dieu!! Mais goûter avant de mettre ça à la v Bonjour à tous,
Nous venons d’essayer de manger 2 plats 
POULET TIKKA ( 1.5 sur 10 ) 
PORC CARAMEL ( 0 sur 10 ) immangeable trop sucré et rien d’autre.
Mon dieu!!
Mais goûter avant de mettre ça à la vente!!
Et j’ai l’habitude de voyager et de manger Thaï ou Indo et même en India. (Ma femme est Thai)
Carton rouge!!",1,1,0,0,0
1104,"Bonjour,d’abord pourquoi votre caisse…",2,"Bonjour,d’abord pourquoi votre caisse est super courte pas de place pour stocker les articles passer à 100 à l’heure par les caissières !! Vraiment du n’importe quoi non respect du client t’a remplis ton caddy il s’en foute après dégage au plus vite et tout le temps les rayons occuper avec les produits qu’il doivent mettre en rayon peinible  le à la fin je n’irais plus dans se magasin.",2021-04-19T08:48:54.000Z,,,"Bonjour,d’abord pourquoi votre caisse… Bonjour,d’abord pourquoi votre caisse est super courte pas de place pour stocker les articles passer à 100 à l’heure par les caissières !! Vraiment du n’importe quoi non respect du client t’a remplis ton caddy il s’en foute après dégage au plus vite et tout le temps les rayons occuper avec les produits qu’il doivent mettre en rayon peinible  le à la fin je n’irais plus dans se magasin.",1,0,0,0,0
1105,Bonjour à tous qui me lisez.,1,"Bonjour à tous qui me lisez.
N'achetez surtout pas le plat Ernesto à couvercle de très mauvaise qualité. Le téflon se décolle après seulement quelques utilisations. J'ai écrit avec photos à l'appui, réponse automatique. Ce plat est remis en vente dans le catalogue du 21 avril 2021. Sachez boycotter le produit. Je vais écrire aujourd'hui même au service réclamation à Strasbourg sans savoir si j'aurai une réponse. Cordialement.",2021-04-19T06:34:46.000Z,,,"Bonjour à tous qui me lisez. Bonjour à tous qui me lisez.
N'achetez surtout pas le plat Ernesto à couvercle de très mauvaise qualité. Le téflon se décolle après seulement quelques utilisations. J'ai écrit avec photos à l'appui, réponse automatique. Ce plat est remis en vente dans le catalogue du 21 avril 2021. Sachez boycotter le produit. Je vais écrire aujourd'hui même au service réclamation à Strasbourg sans savoir si j'aurai une réponse. Cordialement.",1,0,0,1,0
1106,Fruits et legumes mm pas francais,3,A plusieurs reprises je suis aller faire mes courses a lidl j ai remarquer qu ils arretent pas de faire leurs pubs sur des fruits et legumes  a guogo juste se qu ils disent pas s est que sur une vingtaines ils y doit avoir 4 produiits francais  une honte quand ont s est tout les producteurs de fruits et legumes q uil y en france,2021-04-18T12:21:34.000Z,,,Fruits et legumes mm pas francais A plusieurs reprises je suis aller faire mes courses a lidl j ai remarquer qu ils arretent pas de faire leurs pubs sur des fruits et legumes  a guogo juste se qu ils disent pas s est que sur une vingtaines ils y doit avoir 4 produiits francais  une honte quand ont s est tout les producteurs de fruits et legumes q uil y en france,0,1,0,0,0
1107,Après avoir envoyé plusieurs mails…,1,"Après avoir envoyé plusieurs mails suite achat d'épinard pourrie dans le sac aucune réponse de leur part, aucune écoute de la part du service consommateur",2021-04-17T10:46:21.000Z,,,"Après avoir envoyé plusieurs mails… Après avoir envoyé plusieurs mails suite achat d'épinard pourrie dans le sac aucune réponse de leur part, aucune écoute de la part du service consommateur",0,1,0,1,0
1108,Bonjour o lidl de France est très…,5,Bonjour o lidl de France est très economic je sus très content et satisfait pour tout merci,2021-04-16T15:10:48.000Z,,,Bonjour o lidl de France est très… Bonjour o lidl de France est très economic je sus très content et satisfait pour tout merci,1,0,0,0,0
1109,Refus de garantie et SAV Parkside désagréable (SAV03),1,"Bonjour,
Le sav de Lidl pour un outil parkside n'a pas pris en garantie la batteries incluse dans L'outil multifonction 4 en 1 qui est garanti 2 / 3 ans.
Après moins de 18 mois d'utilisation, le chargeur se met à dysfonctionner. Il m'a été changé par le SAV. Entre temps, j'en achète un nouveau parce que je pouvais pas attendre (ça m'en fera 2, ça peut aussi être pratique !).
Je charge la batterie de mon appareil avec et je m'aperçois au bout d'une heure qu'elle n'a pas pris la charge. 
Je fais à nouveau une remontée au SAV via le formulaire en ligne sur le site de LIDL. On me refuse la prise en charge de la batterie parce que c'est une pièce d'usure. Ce n'est pas couvert par la garantie de 2 ans. 

Une batterie d'outilllage électroportatif qui ne tient pas plus de 18 mois c'est de l'usure normale pour le sav de Parkside et Lidl. Je ne suis pourtant qu'un ""bricoleur du dimanche"". Je n'utilise pas ma perceuse visseuse tous les jours, ni toutes les semaines. Une batterie qui lâche si vite, ce n'est pas normal à mon sens.

Je trouve ça assez léger de la part de Parkside et de Lidl. Ok c'est pas cher, beaucoup le diront ! Mais de là à ce que ça soit du jetable, y a une marge ! Si je veux donc utiliser mon appareil, je vais de voir acheter une nouvelle batterie, qui ne sera pas garantie, j'imagine, et que je remplacerai dans 18 mois. C'est ça le concept de l'enseigne. En attendant, on produit des batteries sans se soucier de leur durabilité. Bonjour l'impact environnemental ! Et après, on va voir Lidl qui va communiquer pour nous dire qu'ils sont bienveillants et que leur politique s'inscrit dans un respect de l'environnement. Il ferait mieux de revoir la fiabilité des produits qu'il propose à la vente, d'autant plus les batteries sont justement très impactantes pour l'environnement.

Enfin, je souhaitais aussi pointer du doigt le comportement assez défiant et peu amicale du Service Après Vente de Lidl pour les produits Parkside, la société SAV03. Quand on souhaite remonter un problème sur un produit Parkside, on utilise le formulaire en ligne sur le site de Lidl. On reçoit un accusé de réception et 5 à 7 jours plus tard le SAV de parkside SAV03 vous rappelle. Dès la prise de contact, à la manière d'un mauvais tribunal, on est présumé coupable, le SAV sous-entend d'emblée que le problème vient d'abord de vous avant de dire qu'il va trouver une solution ou simplement analyser le problème. Je peux comprendre qu'il faille vérifier si on a bien brancher le câble d'alimentation du chargeur (malheureusement ça doit arriver) ou qu'on a pas fait tomber la batterie de l'étage (""j'exagère"" bien sûr). Toutefois, je ne comprends pas qu'on puisse répondre ""je ne prendrai pas en garantie votre batterie"" en se référant uniquement aux soit disant conditions de garantie qui considère que la batterie est une pièce d'usure et donc bénéficie d'aucune garantie. Pour une batterie qui n'a même pas 18 mois, c'est assez râlant. En outre, le ton employé par la personne et le peu d'empathie est assez déconcertant. La personne n'était pas du tout aimable, ce qui m'énervait encore plus. Je sentais qu'elle voulait m'empêcher de parler ou poser des questions. ""C'est écrit dans les conditions de garantie""... C'est la réponse lancinante que j'ai eue, sans aucune compréhension de mon cas. J'aurais sûrement accepté le problème (même si c'est râlant au bout de 18 mois) s'il y avait eu au moins une forme d'amabilité.

A bon entendeur",2021-04-16T11:42:05.000Z,,,"Refus de garantie et SAV Parkside désagréable (SAV03) Bonjour,
Le sav de Lidl pour un outil parkside n'a pas pris en garantie la batteries incluse dans L'outil multifonction 4 en 1 qui est garanti 2 / 3 ans.
Après moins de 18 mois d'utilisation, le chargeur se met à dysfonctionner. Il m'a été changé par le SAV. Entre temps, j'en achète un nouveau parce que je pouvais pas attendre (ça m'en fera 2, ça peut aussi être pratique !).
Je charge la batterie de mon appareil avec et je m'aperçois au bout d'une heure qu'elle n'a pas pris la charge. 
Je fais à nouveau une remontée au SAV via le formulaire en ligne sur le site de LIDL. On me refuse la prise en charge de la batterie parce que c'est une pièce d'usure. Ce n'est pas couvert par la garantie de 2 ans. 

Une batterie d'outilllage électroportatif qui ne tient pas plus de 18 mois c'est de l'usure normale pour le sav de Parkside et Lidl. Je ne suis pourtant qu'un ""bricoleur du dimanche"". Je n'utilise pas ma perceuse visseuse tous les jours, ni toutes les semaines. Une batterie qui lâche si vite, ce n'est pas normal à mon sens.

Je trouve ça assez léger de la part de Parkside et de Lidl. Ok c'est pas cher, beaucoup le diront ! Mais de là à ce que ça soit du jetable, y a une marge ! Si je veux donc utiliser mon appareil, je vais de voir acheter une nouvelle batterie, qui ne sera pas garantie, j'imagine, et que je remplacerai dans 18 mois. C'est ça le concept de l'enseigne. En attendant, on produit des batteries sans se soucier de leur durabilité. Bonjour l'impact environnemental ! Et après, on va voir Lidl qui va communiquer pour nous dire qu'ils sont bienveillants et que leur politique s'inscrit dans un respect de l'environnement. Il ferait mieux de revoir la fiabilité des produits qu'il propose à la vente, d'autant plus les batteries sont justement très impactantes pour l'environnement.

Enfin, je souhaitais aussi pointer du doigt le comportement assez défiant et peu amicale du Service Après Vente de Lidl pour les produits Parkside, la société SAV03. Quand on souhaite remonter un problème sur un produit Parkside, on utilise le formulaire en ligne sur le site de Lidl. On reçoit un accusé de réception et 5 à 7 jours plus tard le SAV de parkside SAV03 vous rappelle. Dès la prise de contact, à la manière d'un mauvais tribunal, on est présumé coupable, le SAV sous-entend d'emblée que le problème vient d'abord de vous avant de dire qu'il va trouver une solution ou simplement analyser le problème. Je peux comprendre qu'il faille vérifier si on a bien brancher le câble d'alimentation du chargeur (malheureusement ça doit arriver) ou qu'on a pas fait tomber la batterie de l'étage (""j'exagère"" bien sûr). Toutefois, je ne comprends pas qu'on puisse répondre ""je ne prendrai pas en garantie votre batterie"" en se référant uniquement aux soit disant conditions de garantie qui considère que la batterie est une pièce d'usure et donc bénéficie d'aucune garantie. Pour une batterie qui n'a même pas 18 mois, c'est assez râlant. En outre, le ton employé par la personne et le peu d'empathie est assez déconcertant. La personne n'était pas du tout aimable, ce qui m'énervait encore plus. Je sentais qu'elle voulait m'empêcher de parler ou poser des questions. ""C'est écrit dans les conditions de garantie""... C'est la réponse lancinante que j'ai eue, sans aucune compréhension de mon cas. J'aurais sûrement accepté le problème (même si c'est râlant au bout de 18 mois) s'il y avait eu au moins une forme d'amabilité.

A bon entendeur",0,1,0,1,0
1110,pas d'agents de sécurité dans les…,1,"pas d'agents de sécurité dans les magasins .
des jeunes ne portaient pas de masque je suis intervenue et ca a failli tres mal finir .
personnes pour mètre de l'ordre et faire respecter les regles !!",2021-04-15T19:32:52.000Z,,,"pas d'agents de sécurité dans les… pas d'agents de sécurité dans les magasins .
des jeunes ne portaient pas de masque je suis intervenue et ca a failli tres mal finir .
personnes pour mètre de l'ordre et faire respecter les regles !!",1,0,0,0,0
1111,Service consommateur honteux,1,"C'est bien beau tout ça, vraiment mais quand on écrit plusieurs mails au service consommateurs pour une réclamation, qu'il faut limiter pleurer pour que Lidl envoie une lettre affranchie pour un corps étranger (un caillou trouvé dans du pain d'épices) qu'on s'abime une dent car oui quand on croque sur un caillou ça fait des dégâts et qu'on ne reçoit aucune mais aucune compensation alors que j'ai tout renvoyé corps étranger avec photos à l'appui et bien tout ça ça me dégoûte. et cela star de décembre 2020 et rien ne m'a été proposé pour le sévice. Bien sûr il y a des belles choses vendues mais il faut aussi gérer le reste et quand on voit la note attribuée sur truspilot et que le service consommateur ne daigne même pas répondre à ces clients c'est HONTEUX, HONTEUX. C'est dire si Lidl se soucie et respecte ces consommateurs.",2021-04-15T18:46:20.000Z,,,"Service consommateur honteux C'est bien beau tout ça, vraiment mais quand on écrit plusieurs mails au service consommateurs pour une réclamation, qu'il faut limiter pleurer pour que Lidl envoie une lettre affranchie pour un corps étranger (un caillou trouvé dans du pain d'épices) qu'on s'abime une dent car oui quand on croque sur un caillou ça fait des dégâts et qu'on ne reçoit aucune mais aucune compensation alors que j'ai tout renvoyé corps étranger avec photos à l'appui et bien tout ça ça me dégoûte. et cela star de décembre 2020 et rien ne m'a été proposé pour le sévice. Bien sûr il y a des belles choses vendues mais il faut aussi gérer le reste et quand on voit la note attribuée sur truspilot et que le service consommateur ne daigne même pas répondre à ces clients c'est HONTEUX, HONTEUX. C'est dire si Lidl se soucie et respecte ces consommateurs.",1,0,0,1,0
1112,lidl Nantes boulevard Jules Vernes,2,"lidl Nantes boulevard Jules Vernes
les employés sont extrêmement désagréables que ce soit ceux qui sont en caisses ou ceux qui font la mise en rayon ils ne disent pas bonjour ne répondent même pas au nôtre et nous parlent trés mal lorsque l'on a besoin de renseignement Par ailleurs certain ne PORTE PAS DE MASQUE",2021-04-15T09:37:39.000Z,,,"lidl Nantes boulevard Jules Vernes lidl Nantes boulevard Jules Vernes
les employés sont extrêmement désagréables que ce soit ceux qui sont en caisses ou ceux qui font la mise en rayon ils ne disent pas bonjour ne répondent même pas au nôtre et nous parlent trés mal lorsque l'on a besoin de renseignement Par ailleurs certain ne PORTE PAS DE MASQUE",1,0,0,0,0
1113,J'ai déposé une demande de prise en…,1,"J'ai déposé une demande de prise en garantie pour un appareil de mise sous vide,  le 23 Janvier 2021, j'ai renouvelé ma demande par mail, j'ai appelé 2 fois, la réponse est qu'il on beaucoup de dossier à traiter, donc il faut attendre.
Qu'elle honte, cela est pour moi du mépris envers les clients.
Est-ce cela que l'on appelle la rigueur Allemande ?,
 je vais prendre le temps de confier mon dossier à Que Choisir..",2021-04-14T21:28:30.000Z,,,"J'ai déposé une demande de prise en… J'ai déposé une demande de prise en garantie pour un appareil de mise sous vide,  le 23 Janvier 2021, j'ai renouvelé ma demande par mail, j'ai appelé 2 fois, la réponse est qu'il on beaucoup de dossier à traiter, donc il faut attendre.
Qu'elle honte, cela est pour moi du mépris envers les clients.
Est-ce cela que l'on appelle la rigueur Allemande ?,
 je vais prendre le temps de confier mon dossier à Que Choisir..",0,0,0,1,0
1114,Bonjour,1,"Bonjour
Depuis le 13 mars je me confronte à une situation des plus déplorable sans réponse de la part de LIDL  ... et ce n'est pas la première fois !!!
cette fois ci j'ai décidé de dénoncer ! evitez de payer en cash car très souvent vous serez délesté de votre monnaie. En effet, j'ai pu constater que lorsque je payais en cash, il me manquait des sous. Cette fois ci j'ai décidé de réagir en appelant le service client. lors de mes achats du 13 mars à Levallois Perret, j'ai payé en espèces et en arrivant à la maison j'ai constaté qu'il manquait 5e. j'en ai fait part aux services clients aussitôt ! j'en suis à  mon 4eme appel depuis le 13 mars y compris aujourd'hui 14 avril. Je n'ai toujours pas été remboursée. la seule chose qu'il m'est indiqué c'est nous remontons l'information. On sait très bien qu'il n'y aura pas de remboursement après un mois. SERVICE DEPLORABLE !!!! 
J'ai décidé de boycotter l'enseigne depuis cette nouvelle mésaventure ... je travaille en presse et je pense que je vais me régaler à faire un bel article sur leurs pratiques très douteuses.
Trouvez vous normal de traiter les clients de la sorte !!!! et lorsque vous payez en CB très souvent des articles facturés double. si je pouvais je noterais zéro. 
Quant aux conditions sanitaires dans le magasin à Levallois Perret dans le 92, très douteuses également lorsqu'on voit le week end le magasin envahit de monde où tous se frottent les uns contre les autres. j'en ai été témoin le samedi 13 mars à 10H;
A FUIR !!!! A noter que vos petits commerçants de quartier ne sont vraiment pas plus chers au final",2021-04-14T12:00:40.000Z,,,"Bonjour Bonjour
Depuis le 13 mars je me confronte à une situation des plus déplorable sans réponse de la part de LIDL  ... et ce n'est pas la première fois !!!
cette fois ci j'ai décidé de dénoncer ! evitez de payer en cash car très souvent vous serez délesté de votre monnaie. En effet, j'ai pu constater que lorsque je payais en cash, il me manquait des sous. Cette fois ci j'ai décidé de réagir en appelant le service client. lors de mes achats du 13 mars à Levallois Perret, j'ai payé en espèces et en arrivant à la maison j'ai constaté qu'il manquait 5e. j'en ai fait part aux services clients aussitôt ! j'en suis à  mon 4eme appel depuis le 13 mars y compris aujourd'hui 14 avril. Je n'ai toujours pas été remboursée. la seule chose qu'il m'est indiqué c'est nous remontons l'information. On sait très bien qu'il n'y aura pas de remboursement après un mois. SERVICE DEPLORABLE !!!! 
J'ai décidé de boycotter l'enseigne depuis cette nouvelle mésaventure ... je travaille en presse et je pense que je vais me régaler à faire un bel article sur leurs pratiques très douteuses.
Trouvez vous normal de traiter les clients de la sorte !!!! et lorsque vous payez en CB très souvent des articles facturés double. si je pouvais je noterais zéro. 
Quant aux conditions sanitaires dans le magasin à Levallois Perret dans le 92, très douteuses également lorsqu'on voit le week end le magasin envahit de monde où tous se frottent les uns contre les autres. j'en ai été témoin le samedi 13 mars à 10H;
A FUIR !!!! A noter que vos petits commerçants de quartier ne sont vraiment pas plus chers au final",1,0,0,0,0
1115,Lidl le Plan du Castellet.(Var),2,"Lidl le Plan du Castellet.(Var)
Gestion déplorable, les jours d'arrivages les rayons restent vides une grande partie de la journée, la mise en place se fait au milieu des clients avec des chariots de cartons vides qui encombrent les allées sans parler des transpalettes qui bloquent l'accès à certains produits et les excuses fantaisiste du personnel.",2021-04-14T11:16:13.000Z,,,"Lidl le Plan du Castellet.(Var) Lidl le Plan du Castellet.(Var)
Gestion déplorable, les jours d'arrivages les rayons restent vides une grande partie de la journée, la mise en place se fait au milieu des clients avec des chariots de cartons vides qui encombrent les allées sans parler des transpalettes qui bloquent l'accès à certains produits et les excuses fantaisiste du personnel.",1,0,0,0,0
1116,On est mal si on achete chez LIDL,1,"Après avoir consulter d'autres avis de consommateur je n'ai plus rien a dire car le numéro vert ne fonctionne pas les mails ne sont pas suivis autrement dit si vous acheter de l'outillage chez LIDL il faut être conscient que l'outillage a une durée de vie de moins d'une heure et que le service après vente est inexistant donc vous avez aucune garantie.
Conclusion je ne vais plus chez LIDL et je fais savoir autour de moi la politique de LIDL envers ces clients",2021-04-13T17:22:33.000Z,,,"On est mal si on achete chez LIDL Après avoir consulter d'autres avis de consommateur je n'ai plus rien a dire car le numéro vert ne fonctionne pas les mails ne sont pas suivis autrement dit si vous acheter de l'outillage chez LIDL il faut être conscient que l'outillage a une durée de vie de moins d'une heure et que le service après vente est inexistant donc vous avez aucune garantie.
Conclusion je ne vais plus chez LIDL et je fais savoir autour de moi la politique de LIDL envers ces clients",0,1,0,1,0
1117,Pas de scie à onglet promis le 12 avril…,1,Pas de scie à onglet promis le 12 avril 2021sur le catalogue lidl.D'apres les employés pas d'arrivage en vue.Est ce une publicité mensongère ?????pour attirer les clients.,2021-04-13T16:20:28.000Z,,,Pas de scie à onglet promis le 12 avril… Pas de scie à onglet promis le 12 avril 2021sur le catalogue lidl.D'apres les employés pas d'arrivage en vue.Est ce une publicité mensongère ?????pour attirer les clients.,1,0,0,0,0
1118,flambee des prix,2,"Elu meilleur magasin de l annee! il faut rire quand? Les prix flambent  Ex : medaillons de pôulet ou steck de poulet entre la semaine d erniere et aujourd hui  nette augmentation Lorsque ceux ci n augmentent pas c est le poids qui diminue ex jambon a poele , ect ..... Prend t on les clients pour des c..... C est decide je change d enseigne!",2021-04-12T15:19:15.000Z,,,"flambee des prix Elu meilleur magasin de l annee! il faut rire quand? Les prix flambent  Ex : medaillons de pôulet ou steck de poulet entre la semaine d erniere et aujourd hui  nette augmentation Lorsque ceux ci n augmentent pas c est le poids qui diminue ex jambon a poele , ect ..... Prend t on les clients pour des c..... C est decide je change d enseigne!",1,1,0,0,0
1119,J'ai acheté un aspirateur Parkside 1300…,2,"J'ai acheté un aspirateur Parkside 1300 PNTS E4.
Il est 10 euros moins cher que l'équivalent Karcher( à mon avis ) mais il faut acheter des sacs en Allemagne parce qu'on ne les trouve pas en France ni dans le commerce donc frais de port à 12  euros. Ce n'est pas une bonne affaire!!!
Pourquoi les sacs ne sont ils pas vendus en magasin?!!",2021-04-11T18:25:51.000Z,,,"J'ai acheté un aspirateur Parkside 1300… J'ai acheté un aspirateur Parkside 1300 PNTS E4.
Il est 10 euros moins cher que l'équivalent Karcher( à mon avis ) mais il faut acheter des sacs en Allemagne parce qu'on ne les trouve pas en France ni dans le commerce donc frais de port à 12  euros. Ce n'est pas une bonne affaire!!!
Pourquoi les sacs ne sont ils pas vendus en magasin?!!",1,1,0,0,0
1120,Appel au SAV Lidl pour un destructeur…,1,"Appel au SAV Lidl pour un destructeur de papiers qui s’est enflammé chez moi .... injoignable. Mail envoyé avec retour que j’aurais une réponse sous 48 h, une semaine plus tard tjs rien, je les relances par tel en prétextant un autre motif (seul moyen de les avoirs en ligne), l’interlocutrice me demande mon mail afin de transmettre au service concerné .... dans la même après midi, mail de Lidl à mon intention me demandant les circonstances exactes , si l’appareil fonctionne et des photos supplémentaires. L’achat date de janvier 2020 avec soit disant une garantie de 3 ans. J’aurais pu faire brûler tout l’immeuble .... quoi qu’il en soit j’en réfèrerais à Ufc que choisir eux savent y faire 
Et Lidl bannit de mon vocabulaire 
A bon entendeur",2021-04-11T13:05:27.000Z,,,"Appel au SAV Lidl pour un destructeur… Appel au SAV Lidl pour un destructeur de papiers qui s’est enflammé chez moi .... injoignable. Mail envoyé avec retour que j’aurais une réponse sous 48 h, une semaine plus tard tjs rien, je les relances par tel en prétextant un autre motif (seul moyen de les avoirs en ligne), l’interlocutrice me demande mon mail afin de transmettre au service concerné .... dans la même après midi, mail de Lidl à mon intention me demandant les circonstances exactes , si l’appareil fonctionne et des photos supplémentaires. L’achat date de janvier 2020 avec soit disant une garantie de 3 ans. J’aurais pu faire brûler tout l’immeuble .... quoi qu’il en soit j’en réfèrerais à Ufc que choisir eux savent y faire 
Et Lidl bannit de mon vocabulaire 
A bon entendeur",0,0,0,1,0
1121,Lidl bourgueil très sale samedi dernier…,2,Lidl bourgueil très sale samedi dernier aujourd'hui erreurs sur prix pas d excuses bien sûr,2021-04-10T12:54:20.000Z,,,Lidl bourgueil très sale samedi dernier… Lidl bourgueil très sale samedi dernier aujourd'hui erreurs sur prix pas d excuses bien sûr,1,1,0,0,0
